PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.Log2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.Log2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.Log2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.Log2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.Log2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.Log2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.Log2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.Log2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.Log2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.Log2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.Log2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.Log2Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
Q14149	MORC3	Homo sapiens	MORC family CW-type zinc finger protein 3	MORC3_HUMAN	8	8	8	False	12,76320942826319	12,829709091316564	12,467900778134076	12,823282486936247	12,727388183655735	13,002640611305335	12,615861513644894	12,505189220072532	12,604453237529649	12,81928868821714	12,843532847508344	12,22206183280778	6951,98583984375	7279,93115234375	5665,1591796875	7247,57421875	6781,49755859375	8207,0078125	6277,0087890625	5813,49169921875	6227,568359375	7227,53857421875	7350,02197265625	4777,57177734375
Q14151	SAFB2	Homo sapiens	Scaffold attachment factor B2	SAFB2_HUMAN	32	32	34	False	17,587057447455866	17,899166324022012	17,655300549572445	17,69604254495108	17,877484853394147	17,809216538248585	17,707937272915263	17,75239841060631	17,883517458933554	17,825457277404865	17,642558664660143	17,54596298815862	196893,703125	244447,703125	206431,0625	212343,8125	240801,5	229672,171875	214101,78125	220802,71875	241810,515625	232272,25	204615,890625	191364,40625
Q14152	EIF3A	Homo sapiens	Eukaryotic translation initiation factor 3 subunit A	EIF3A_HUMAN	88	90	96	False	18,315537809577744	18,47378934382781	18,27730854455634	18,526093352427683	18,590899149274122	18,568118602781087	18,479749432075963	18,391970926217173	18,552353893769073	18,513355572337645	18,519092103973847	18,392786187699794	326231,78125	364053,09375	317700,65625	377493,78125	394837,40625	388651,78125	365560,1875	343981,375	384428	374175,5	375666,28125	344175,8125
Q14153;Q14153-2	FAM53B	Homo sapiens	Protein FAM53B;Isoform 2 of Protein FAM53B	FA53B_HUMAN	1	1	1	False	13,3154168822245	11,282110228101468	NaN	NaN	11,86073966193533	12,171422536797493	13,010013939707633	12,939559038612131	11,376924223539918	12,251403960696223	NaN	12,805856814406152	10193,888671875	2490,31103515625	NaN	NaN	3719,104736328125	4612,78564453125	8249,0595703125	7855,89013671875	2659,47216796875	4875,73486328125	NaN	7160,560546875
Q14155-1	ARHGEF7	Homo sapiens	Isoform 1 of Rho guanine nucleotide exchange factor 7	ARHG7_HUMAN	32	32	33	False	16,95536017444111	17,164455381785682	16,88235964075746	16,88966586062606	17,07373560063874	17,010488495479027	16,950980136635042	16,847219679617176	17,029641763242303	16,958872244896178	16,89586738317075	16,695308802854584	127078,4765625	146898,015625	120808,265625	121421,625	137945,1875	132028,375	126693,25	117901,265625	133792,875	127388,2109375	121944,6875	106117,921875
Q14155;Q14155-2;Q14155-3	ARHGEF7	Homo sapiens	Rho guanine nucleotide exchange factor 7;Isoform 2 of Rho guanine nucleotide exchange factor 7;Isoform 3 of Rho guanine nucleotide exchange factor 7	ARHG7_HUMAN	1	1	2	False	13,93115770341147	14,193596494649219	13,45157360178609	13,842328665193753	13,694836823302177	13,559138055642384	13,386843703698316	13,204984048731465	13,335347689586749	13,414538792392444	12,922293124546398	13,020688369882658	15620,55078125	18736,923828125	11202,814453125	14687,779296875	13260,4013671875	12070	10711,283203125	9442,7021484375	10335,6943359375	10918,8916015625	7762,4326171875	8310,3203125
Q14156;Q14156-2	EFR3A	Homo sapiens	Protein EFR3 homolog A;Isoform 2 of Protein EFR3 homolog A	EFR3A_HUMAN	19	20	20	False	16,445170607846368	14,718128758842372	16,017585275322652	16,544220546616	15,096125587455768	15,060376160535801	15,738806422234449	16,273157734329754	14,914262123493883	15,734175816523692	15,739222922576802	16,44013159668255	89225,6328125	26952,44921875	66339,71875	95566,7109375	35025,68359375	34168,42578125	54683,0625	79196,9765625	30877,3671875	54507,828125	54698,8515625	88914,53125
Q14157-1	UBAP2L	Homo sapiens	Isoform 2 of Ubiquitin-associated protein 2-like	UBP2L_HUMAN	1	1	1	False	11,497974719149642	12,140695771023639	12,083654939936897	11,608893573736193	12,140650373641133	12,2124289971503	NaN	11,856643892589423	12,705341090609414	12,232349339444323	12,714826145274355	12,448456509763	2892,246337890625	4515,58056640625	4340,5283203125	3123,382568359375	4515,4384765625	4745,7783203125	NaN	3708,561279296875	6678,6513671875	4811,76123046875	6722,705078125	5589,31787109375
Q14157;Q14157-5	UBAP2L	Homo sapiens	Ubiquitin-associated protein 2-like;Isoform 5 of Ubiquitin-associated protein 2-like	UBP2L_HUMAN	13	13	16	False	16,194434200022553	16,488786867441785	16,43593497420062	16,37765616610333	16,405176918522212	16,490790540283623	16,124156975288916	16,306925984281474	16,346593399881566	16,60988481021776	16,709648748562458	16,474979942494933	74991,2265625	91964,3359375	88656,265625	85146,296875	86786,1328125	92092,1484375	71425,765625	81072,5546875	83332,6015625	100016,9375	107177,9609375	91088,4140625
Q14160-3	SCRIB	Homo sapiens	Isoform 3 of Protein scribble homolog	SCRIB_HUMAN	23	23	25	False	15,920332499908982	15,381153977650031	16,0050219139159	16,05622028174072	15,440225778369253	15,74773048614137	15,96052318430337	16,020705662247416	15,62783119292367	16,017677187779302	15,907865476576688	16,220888558566134	62015,125	42676,4921875	65764,5234375	68140,28125	44460,16796875	55022,36328125	63767,03515625	66483,359375	50634,43359375	66343,9453125	61481,53125	76379,0078125
Q14161	GIT2	Homo sapiens	ARF GTPase-activating protein GIT2	GIT2_HUMAN	24	24	26	False	15,909443127017944	16,426702020313275	16,218869604426903	16,004317349416073	16,419743173151698	16,038115388134397	15,941402918280208	15,921401229937029	16,12999027207939	16,13321670055898	16,18032152373513	16,07986478682402	61548,80078125	88090,6953125	76272,1953125	65732,4140625	87666,8125	67290,5078125	62927,49609375	62061,08203125	71715,1484375	71875,7109375	74261,2265625	69266,2421875
Q14165	MLEC	Homo sapiens	Malectin	MLEC_HUMAN	15	15	21	False	18,811432513741554	15,831636712100556	18,832182406621282	19,277736758919087	17,00844674592262	16,749333326792765	18,17350803007249	18,681930888614573	16,12607660879329	18,096029850562765	18,471777404317283	19,12197151319816	460050,4375	58317,31640625	466715,03125	635589,9375	131841,65625	110167,0546875	295645,34375	420553,8125	71520,8671875	280186,875	363545,75	570541,1875
Q14166	TTLL12	Homo sapiens	Tubulin--tyrosine ligase-like protein 12	TTL12_HUMAN	18	18	20	False	16,42006532596626	16,470109216075837	16,19107247169969	16,3169138706094	16,590643353839422	16,39006541226471	15,710721633498794	15,842915972258139	16,081691634616707	15,812077199338624	16,023470620440698	15,998471038248484	87686,390625	90781,40625	74816,6875	81635,7734375	98691,8515625	85881,8359375	53628,84765625	58775,0390625	69354,0078125	57532,0078125	66610,8984375	65466,58203125
Q14185	DOCK1	Homo sapiens	Dedicator of cytokinesis protein 1	DOCK1_HUMAN	45	45	45	False	15,99140074358231	15,528584548061364	15,7628467245536	15,862509194311038	15,616838330984915	15,850208684307933	15,680267441000959	15,631089886277357	15,308927379447935	15,247037418788583	15,254001951788407	15,425125219688653	65146,53125	47268,2734375	55601,90625	59578,70703125	50250,08203125	59072,89453125	52508,6484375	50748,93359375	40592,55078125	38888	39076,18359375	43997,234375
Q14192	FHL2	Homo sapiens	Four and a half LIM domains protein 2	FHL2_HUMAN	24	24	30	False	18,99210662803583	19,40700980064103	19,16522704974492	18,97581334015683	19,347006406010582	19,383265927581267	19,403889446410275	19,309275110617595	19,545777210682683	19,474549024080183	19,17084836737924	19,07433928730944	521427,3125	695171,6875	587906,4375	515571,625	666851,6875	683824,1875	693669,75	649637,375	765359,0625	728489,6875	590201,625	552011,6875
Q14195	DPYSL3	Homo sapiens	Dihydropyrimidinase-related protein 3	DPYL3_HUMAN	25	29	36	True	20,16718045400542	20,312670139721984	20,185927535495853	20,037000590419126	20,3865491723643	20,463234735158995	19,342585812696502	19,336462565631553	19,55509496272256	19,5006249158531	19,485606021963235	19,103296613896873	1177406	1302335,875	1192805,625	1075816,5	1370764,375	1445597,75	664811,5	661995,8125	770318,1875	741776,4375	734094,375	563203,4375
Q14195-2	DPYSL3	Homo sapiens	Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3	DPYL3_HUMAN	10	10	12	True	18,681624901590496	18,717478546929456	18,681966693646377	18,62541466439719	18,768807543632544	18,998908615347432	18,018472555043903	17,952008008699757	18,202171214346095	17,92233849884432	17,94155649844538	17,62911044499995	420464,625	431044,875	420564,25	404397,53125	446656,90625	523891,53125	265522,125	253567,09375	301577,90625	248405,65625	251736,78125	202717,40625
Q14197	MRPL58	Homo sapiens	Peptidyl-tRNA hydrolase ICT1, mitochondrial	ICT1_HUMAN	6	6	8	False	14,609612409236867	15,70179039305779	14,793156267289055	14,155352520070075	15,553127239673799	14,85261960950131	13,527031173063525	14,52943651185491	15,250830698916548	14,789988474957465	15,195331352253875	14,68119883469627	24999,513671875	53297,875	28391,201171875	18246,7578125	48079,265625	29585,84765625	11804,3515625	23648,09765625	38990,3828125	28328,9296875	37518,9375	26271,279296875
Q14202;Q14202-2;Q14202-3	ZMYM3	Homo sapiens	Zinc finger MYM-type protein 3;Isoform 2 of Zinc finger MYM-type protein 3;Isoform 3 of Zinc finger MYM-type protein 3	ZMYM3_HUMAN	1	1	1	False	10,982433637367043	10,943492534115318	11,056648794306067	10,250759585281134	11,435131148462782	9,377242441739766	10,855904703069216	10,493425979231729	11,020839925321356	NaN	10,964837822037529	10,294979935401452	2023,214599609375	1969,3345947265625	2130,016357421875	1218,389404296875	2768,965087890625	665,0147094726562	1853,330810546875	1441,57080078125	2077,79833984375	NaN	1998,6883544921875	1256,312744140625
Q14203-3	DCTN1	Homo sapiens	Isoform 3 of Dynactin subunit 1	DCTN1_HUMAN	64	66	78	False	17,541071557836812	17,87391988841501	17,640233018939213	17,516461578560595	17,823225820095715	17,7727059104817	17,581873023739853	17,523428311869907	17,816248243972712	17,633987749166696	17,68476584616797	17,592738056281366	190716,6875	240207,203125	204286,3125	187490,96875	231913,265625	223932,734375	196187,421875	188398,546875	230794,328125	203403,890625	210690,515625	197670,5
Q14204	DYNC1H1	Homo sapiens	Cytoplasmic dynein 1 heavy chain 1	DYHC1_HUMAN	249	263	321	False	20,106214671372275	19,55447397733038	19,837339680249684	20,134258974456547	19,916660087009976	19,955514670521598	20,01709537319992	20,073668436114584	19,890664505774502	20,044368102839233	20,087347426158527	20,344604474233673	1128687,5	769986,6875	936772,8125	1150842,5	989719,4375	1016736,6875	1061075,125	1103510,125	972045,625	1081324,5	1114022,875	1331484,75
Q14232	EIF2B1	Homo sapiens	Translation initiation factor eIF-2B subunit alpha	EI2BA_HUMAN	12	12	14	False	16,107227453763702	15,878712344163006	15,964615407925184	16,249003180628794	15,894621198316726	15,810088133097839	16,144679867513098	15,745040208333954	15,73130162708515	15,792122032520409	15,916392395535981	15,672175075392051	70592,5078125	60251,6171875	63948,16796875	77882,046875	60919,69921875	57452,7421875	72449,0859375	54919,85546875	54399,34375	56741,7109375	61845,98828125	52214,94140625
Q14240	EIF4A2	Homo sapiens	Eukaryotic initiation factor 4A-II	IF4A2_HUMAN	12	13	14	False	18,52519292483475	18,175453611910022	18,010859458975663	18,41704279855273	18,376846876512037	18,191416663476858	18,38000030405638	18,04777693685052	18,006578963327758	18,052169840793297	18,083047508590354	17,60834090019719	377258,25	296044,3125	264124,65625	350011,5	340394,1875	299338,15625	341139,03125	270970,625	263342,15625	271796,96875	277676,875	199819,921875
Q14240-2	EIF4A2	Homo sapiens	Isoform 2 of Eukaryotic initiation factor 4A-II	IF4A2_HUMAN	1	1	1	False	12,453817451881433	12,917702953937225	12,740467893885082	12,186910521747034	12,917323725753135	11,955775999074124	12,709611415548624	NaN	11,894417667517434	12,166422549849234	12,794601484115383	12,72710851993885	5610,1259765625	7737,7744140625	6843,25927734375	4662,57275390625	7735,74072265625	3972,34716796875	6698,44921875	NaN	3806,944091796875	4596,82666015625	7104,9140625	6780,18310546875
Q14241	ELOA	Homo sapiens	Elongin-A	ELOA1_HUMAN	10	10	11	True	13,973981076428066	12,80424763532792	14,35304947687773	14,127544611089663	13,436271072254156	13,529845985794148	13,936270666477773	14,049915170746296	12,86133107258767	14,467509407606073	14,769093167142211	14,50535994338414	16091,1640625	7152,578125	20926,587890625	17898,419921875	11084,615234375	11827,4052734375	15676,0087890625	16960,783203125	7441,25927734375	22654,490234375	27921,583984375	23256,71875
Q14247	CTTN	Homo sapiens	Src substrate cortactin	SRC8_HUMAN	27	28	31	False	19,237562575850625	19,91067722021757	19,59806499825314	19,275803110346402	19,731194194546195	19,620086897554952	19,413912208005595	19,616386521584396	19,99851941580627	19,72886528387877	19,56660061981882	19,53354337789049	618135,0625	985623,5625	793606,875	634738,625	870324,6875	805813,75	698505,625	803749,5625	1047500,4375	868920,875	776486,125	758896,375
Q14249	ENDOG	Homo sapiens	Endonuclease G, mitochondrial	NUCG_HUMAN	5	5	5	False	16,15267105699068	16,765824396768235	16,317006785460805	16,272894709030954	16,117220121202035	16,423804409962866	15,700545761392128	16,159766959979148	16,440477617629803	15,943053563237449	15,92691867160583	15,900699806759365	72851,5	111433,5703125	81641,03125	79182,5390625	71083,15625	87913,9453125	53251,9140625	73210,703125	88935,859375	62999,53515625	62298,8828125	61176,91796875
Q14254	FLOT2	Homo sapiens	Flotillin-2	FLOT2_HUMAN	23	25	32	False	17,158916731389436	15,246538383682532	16,947665739490024	17,61129884564464	15,43525796420897	15,733449323634431	17,233288334991368	17,130781534038235	15,780337812266835	17,00570780513197	16,700496444841747	17,248708501526043	146335,140625	38874,55078125	126402,5234375	200230,03125	44307,3359375	54480,38671875	154076,609375	143508,984375	56280,12109375	131591,59375	106500,1875	155732,28125
Q14257;Q14257-2	RCN2	Homo sapiens	Reticulocalbin-2;Isoform 2 of Reticulocalbin-2	RCN2_HUMAN	12	13	13	False	17,0709010247464	18,48565945180339	17,525917062438715	16,884744021295944	17,93368165133342	17,837181525715916	17,29342898883588	17,65863709235213	18,602310690760312	18,22059900218396	18,031804333110696	17,651204136760214	137674,421875	367060,78125	188723,828125	121008,09375	250366,4375	234167,53125	160635,25	206909,03125	397972,90625	305454,71875	267987,15625	205845,75
Q14258	TRIM25	Homo sapiens	E3 ubiquitin/ISG15 ligase TRIM25	TRI25_HUMAN	32	32	41	False	17,32810978490401	17,199569909736958	17,183041814837015	17,310156209506168	17,185647660940333	17,19714708738597	17,149988320753312	17,126000175065617	17,09280955372803	17,06851261239056	17,092904859524474	17,117652770775504	164543,53125	150517,3125	148802,765625	162508,5625	149071,78125	150264,75	145432,3125	143034,15625	139781,078125	137446,6875	139790,3125	142208,953125
Q14289;Q14289-2	PTK2B	Homo sapiens	Protein-tyrosine kinase 2-beta;Isoform 2 of Protein-tyrosine kinase 2-beta	FAK2_HUMAN	23	23	24	False	16,597444280374447	16,181575708732673	15,951764757843666	16,38712199962849	16,09852032059423	16,06068851129342	16,68951881232105	16,29727104356043	16,151985207138488	16,274944978905225	16,189959047756084	16,26342910934715	99158,1875	74325,8125	63381,0859375	85706,796875	70167,7421875	68351,6484375	105692,890625	80531,8046875	72816,875	79295,1484375	74758,96875	78664,71875
Q14314	FGL2	Homo sapiens	Fibroleukin	FGL2_HUMAN	1	1	1	False	NaN	9,006645901038521	12,985669203163841	NaN	9,742880627475403	12,409297568793685	NaN	13,872764670214611	14,667616714531983	NaN	13,222981464492761	14,26445963843323	NaN	514,364013671875	8111,02880859375	NaN	856,8391723632812	5439,64794921875	NaN	15000,93359375	26025,111328125	NaN	9561,236328125	19680,232421875
Q14315	FLNC	Homo sapiens	Filamin-C	FLNC_HUMAN	101	101	119	True	18,667116091040704	18,86753307778851	18,63693786805665	18,69548882189379	18,886620841973762	18,853957210088076	19,44620240620495	19,184973985474826	19,52604546005645	19,549083698785417	19,454580816582254	19,404940532822696	416257,3125	478292,3125	407640,5	424524,65625	484662,46875	473812,65625	714315,75	596008,75	754962,5	767115,1875	718476,1875	694175,3125
Q14318-2	FKBP8	Homo sapiens	Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP8	FKBP8_HUMAN	8	8	9	False	16,65782041272256	15,857872535232843	16,3894867942872	16,21223883902391	15,894674111621612	16,359336164750555	16,338081702347335	16,384925474330366	15,992470073109876	16,436731618056008	16,186828782895176	16,43363306525793	103395,96875	59387,53515625	85847,3984375	75922,4453125	60921,93359375	84071,90625	82842,3984375	85576,40625	65194,8359375	88705,234375	74596,9375	88514,921875
Q14320	FAM50A	Homo sapiens	Protein FAM50A	FA50A_HUMAN	9	9	11	False	14,928176686364825	15,54735420385637	15,515128088506046	15,327095918641504	15,785495671892107	15,670103502845478	15,052548648698705	15,354415257755898	15,44374411976382	15,444881177819745	15,578986930754011	15,210001226206025	31176,615234375	47887,2578125	46829,4375	41106,984375	56481,69140625	52140,01953125	33983,54296875	41892,81640625	44568,7265625	44603,8671875	48948,8359375	37902,390625
Q14331	FRG1	Homo sapiens	Protein FRG1	FRG1_HUMAN	7	7	7	False	14,987133528441587	15,20950869649968	14,98674513098875	15,237719379454584	15,360329240555942	15,238154985231521	15,01137468901619	14,729548658941273	14,797214057320911	15,458565942269383	15,5220528642569	14,87331052164831	32477,0625	37889,453125	32468,3203125	38637,640625	42064,8984375	38649,30859375	33027,375	27166,642578125	28471,16796875	45028,97265625	47054,75390625	30013,220703125
Q14332	FZD2	Homo sapiens	Frizzled-2	FZD2_HUMAN	7	7	7	False	15,310223900041668	14,276052823209572	15,729581953144807	15,837747933351304	14,313327039155986	14,125125232641725	14,811837288461964	15,486584518291018	14,29808410923898	14,62242243025555	14,860505625134461	15,634814483763398	40629,046875	19839,015625	54334,5390625	58564,87109375	20358,265625	17868,4296875	28761,220703125	45912,02734375	20144,30078125	25222,478515625	29748,01171875	50880,12109375
Q14344	GNA13	Homo sapiens	Guanine nucleotide-binding protein subunit alpha-13	GNA13_HUMAN	14	15	17	True	16,73662117499725	15,452099188780291	16,691146601344688	17,26683714291055	16,043004414122173	15,875643718902518	16,994282645714094	17,3592306521595	16,27288517203971	16,96213816174465	16,875288241951942	17,627462525779915	109200,59375	44827,5859375	105812,2109375	157701,53125	67518,9296875	60123,59765625	130553,59375	168131,515625	79182,015625	127676,9140625	120217,5703125	202485,984375
Q14353	GAMT	Homo sapiens	Guanidinoacetate N-methyltransferase	GAMT_HUMAN	4	4	4	False	14,196448443962078	15,773552453090508	13,644098541128077	13,508569027070111	15,710866536894944	13,31878730225452	13,86948512331283	12,578432123021535	15,2531746187368	13,383351501597414	14,848482064464756	14,375419317939972	18774	56016,04296875	12802,150390625	11654,25390625	53634,234375	10217,7314453125	14966,8720703125	6116,251953125	39053,78125	10685,38671875	29501,119140625	21253,595703125
Q14376;Q14376-2	GALE	Homo sapiens	UDP-glucose 4-epimerase;Isoform 2 of UDP-glucose 4-epimerase	GALE_HUMAN	6	6	6	False	15,978538876692854	16,741101552533653	16,42924441468231	15,846390038031155	16,76996260820012	16,26867805635175	15,59089241238661	15,51988576075386	16,385593603480725	15,986151052028516	16,080375802191824	15,906895456976592	64568,3203125	109540,25	88246,0703125	58916,7421875	111753,6640625	78951,4453125	49354,4453125	46984,125	85616,046875	64909,90625	69290,78125	61440,20703125
Q14392	LRRC32	Homo sapiens	Transforming growth factor beta activator LRRC32	LRC32_HUMAN	11	11	11	True	13,180132854114097	12,616897544768012	13,974653614263381	13,82223860464893	13,203277796173817	12,571148164878142	14,378146524039648	14,936230761409293	13,726642882178606	14,112321458777732	14,632073873110555	15,318295517052817	9281,439453125	6281,51806640625	16098,6669921875	14484,6640625	9431,541015625	6085,44970703125	21293,810546875	31351,150390625	13555,990234375	17710,55078125	25391,779296875	40856,99609375
Q14393	GAS6	Homo sapiens	Growth arrest-specific protein 6	GAS6_HUMAN	18	18	18	False	13,717922475350106	15,012560264869538	15,880568812389495	13,832952964476036	14,632718695323938	15,53352341679537	13,968889813768318	16,109459739167	15,533210775752115	13,964550016588614	15,354283688725872	16,027993374289174	13474,2978515625	33054,52734375	60329,19921875	14592,63671875	25403,130859375	47430,3671875	16034,478515625	70701,8203125	47420,08984375	15986,3173828125	41888,99609375	66820,046875
Q14432	PDE3A	Homo sapiens	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	PDE3A_HUMAN	3	3	3	False	14,292367836421938	13,765891252696086	13,124422214333773	13,360193520321213	12,13167157776559	13,162032455680826	14,177969663511265	13,84658907693476	13,537090637928129	13,642048386724541	12,587351424560675	13,531211170908774	20064,642578125	13929,841796875	8929,8623046875	10515,2353515625	4487,42333984375	9165,7197265625	18535,06640625	14731,2177734375	11886,947265625	12783,970703125	6154,18212890625	11838,6025390625
Q14439;Q14439-3	GPR176	Homo sapiens	G-protein coupled receptor 176;Isoform 3 of G-protein coupled receptor 176	GP176_HUMAN	2	2	2	False	12,10195467858475	NaN	11,2989188052137	NaN	10,02107434717282	NaN	12,141190993309502	12,179449915787776	10,067767175632127	NaN	11,783950608876172	12,580938117016895	4395,93603515625	NaN	2519,494873046875	NaN	1039,0679931640625	NaN	4517,130859375	4638,5234375	1073,24755859375	NaN	3526,3271484375	6126,88525390625
Q14442	PIGH	Homo sapiens	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	PIGH_HUMAN	1	1	1	False	14,552647054253939	NaN	14,2204118369651	14,511172338282595	12,878219246325129	NaN	NaN	13,507663398237295	NaN	NaN	12,885152395479858	13,978070106568335	24031,6328125	NaN	19088,443359375	23350,60546875	7528,87841796875	NaN	NaN	11646,9404296875	NaN	NaN	7565,14697265625	16136,8359375
Q14444;Q14444-2	CAPRIN1	Homo sapiens	Caprin-1;Isoform 2 of Caprin-1	CAPR1_HUMAN	20	20	21	False	17,10221313581586	17,96613655017601	17,645981814583344	17,25756667558014	17,993813437082036	17,675185106250932	16,901419073119182	17,108128473452126	17,963484213588455	17,81875710694198	17,88748596519817	17,48732093033753	140695,15625	256062,515625	205101,96875	156691,421875	261022,28125	209295,984375	122414,8515625	141273,21875	255592,1875	231196,03125	242476,59375	183741,875
Q14457	BECN1	Homo sapiens	Beclin-1	BECN1_HUMAN	7	7	7	False	15,36743501511333	15,089282200761218	15,052712977935952	15,526177548378017	15,307776562196256	15,355108689226679	15,192665608225264	15,508031692191892	15,362023128216194	15,232192243893618	15,191575852643071	15,531408114792065	42272,59375	34859,93359375	33987,4140625	47189,4765625	40560,18359375	41912,95703125	37449,67578125	46599,65625	42114,31640625	38489,8984375	37421,3984375	47360,875
Q14498;Q14498-2;Q14498-3	RBM39	Homo sapiens	RNA-binding protein 39;Isoform 2 of RNA-binding protein 39;Isoform 3 of RNA-binding protein 39	RBM39_HUMAN	14	14	14	False	16,950200963236263	17,020830771417774	16,854324735431717	17,158599827240263	17,218377728381363	17,153866800209702	16,87825975948346	16,897887267735165	15,77697050027335	17,11976564108656	17,226703377403457	17,160683770504377	126624,84375	132978,25	118483,34375	146303	152492,390625	145823,8125	120465,4375	122115,5390625	56148,9140625	142417,375	153374,953125	146514,484375
Q14517	FAT1	Homo sapiens	Protocadherin Fat 1	FAT1_HUMAN	31	31	31	True	15,236589575018579	14,379178312071623	15,145166259407258	15,343922234891467	14,616657085817852	14,836349749924782	15,657272431188565	16,122850265077986	15,264644611725718	15,370519666689312	15,58301170171409	15,911111427751239	38607,39453125	21309,044921875	36236,7578125	41589,2265625	25121,884765625	29254,0703125	51678,3515625	71361,1015625	39365,51171875	42363,07421875	49085,58203125	61620,015625
Q14527;Q14527-2	HLTF	Homo sapiens	Helicase-like transcription factor;Isoform 2 of Helicase-like transcription factor	HLTF_HUMAN	3	3	3	False	14,358783579283488	13,323177936012234	13,990808232868748	13,894514070684313	13,522013460929617	13,44535161422453	13,739753523558955	13,730468064078147	13,539482708692487	13,785582374788607	14,117004461384159	14,25603184746225	21009,927734375	10248,875	16279,9453125	15228,7939453125	11763,3671875	11154,603515625	13679,7431640625	13591,98046875	11906,6728515625	14121,271484375	17768,1328125	19565,6015625
Q14534	SQLE	Homo sapiens	Squalene monooxygenase	ERG1_HUMAN	11	12	12	False	14,942949525091864	13,800822602830785	15,320203385452404	15,019675727036455	13,672316455983529	13,781558124082254	14,41839438978122	15,129809993461492	13,294774416517146	14,103873816261139	14,337173526982642	14,4508385905958	31497,49609375	14271,2353515625	40911,0625	33217,95703125	13055,0146484375	14081,9365234375	21896,22265625	35853,09375	10049,0703125	17607,150390625	20697,56640625	22394,216796875
Q14554	PDIA5	Homo sapiens	Protein disulfide-isomerase A5	PDIA5_HUMAN	31	31	36	False	18,272170430030563	18,39115231868994	18,06065503659657	18,30992675935047	18,37929255705527	18,280135840811738	18,779675677541267	18,64800663557101	18,907969326021014	18,702066550203853	18,751826992683206	18,67535397695326	316571,1875	343786,25	273400,25	324965,4375	340971,71875	318323,875	450034,375	410780,0625	491887,65625	426464,625	441430,5625	418640,96875
Q14558;Q14558-2	PRPSAP1	Homo sapiens	Phosphoribosyl pyrophosphate synthase-associated protein 1;Isoform 2 of Phosphoribosyl pyrophosphate synthase-associated protein 1	KPRA_HUMAN	8	8	8	False	12,827901457664689	13,537691782076871	13,673440424307056	13,95978991230164	14,047448297993341	13,427613236200767	14,264971406719862	13,829317237510123	13,693748121501725	13,251007745077825	13,943826860173848	13,826663885307202	7270,8154296875	11891,9013671875	13065,189453125	15933,658203125	16931,806640625	11018,2939453125	19687,21484375	14555,908203125	13250,3984375	9748,7919921875	15758,328125	14529,162109375
